Country,State,Crop,Season,Year,Soil_Type,Soil_pH,Soil_Moisture_%,Nitrogen_N,Phosphorus_P,Potassium_K,Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Irrigation_Type,Area_hectare,Yield_kg_per_ha
India,Maharashtra,Tomato,Rabi,2000,Loamy,7.77,41.5,120,47,84,36.4,579,81,7.3,Sprinkler,10.65,34713.3
India,Punjab,Maize,Rabi,2011,Laterite,6.71,28.6,108,56,107,15.5,1273,30,8.2,Drip,1.67,4193.5
India,Gujarat,Chickpea,Rabi,2016,Laterite,6.79,59.8,128,13,119,37.2,224,49,9.5,Drip,7,904.5
India,Gujarat,Groundnut,Kharif,2006,Black,6.77,50.8,123,69,105,21.2,1130,92,11.2,Rainfed,6.07,1740.7
India,Bihar,Wheat,Kharif,2015,Black,6.62,42.7,73,58,41,29.8,1629,82,9,Drip,10.35,2349.5
India,Madhya Pradesh,Mango,Zaid,2013,Clay,7.67,49.8,98,43,58,26.2,309,64,15,Canal,12.05,9574.2
India,Uttar Pradesh,Maize,Zaid,2009,Loamy,6.06,56.7,112,53,14,25.8,781,78,15.6,Rainfed,3.56,2596.7
India,Karnataka,Groundnut,Rabi,2002,Clay,5.75,58.5,114,65,41,26.3,265,91,2.1,Drip,3.18,1652.5
India,Karnataka,Wheat,Rabi,2011,Red,7.64,51.4,78,51,14,32.1,1218,91,14.5,Drip,13.64,2160.5
India,Andhra Pradesh,Banana,Zaid,2007,Alluvial,5.99,54,138,59,105,31.9,1867,59,21.9,Sprinkler,0.59,43858.3
India,Tamil Nadu,Chickpea,Zaid,2015,Black,7.22,35.9,139,78,74,24.4,784,51,4.8,Drip,8.64,846.6
India,Andhra Pradesh,Sugarcane,Zaid,2024,Alluvial,5.97,35.7,37,42,79,39.8,858,79,8.9,Canal,9.1,84233.2
India,Tamil Nadu,Mango,Zaid,2023,Laterite,7.71,52.3,80,76,112,39.2,584,57,15.6,Drip,12.37,8068.9
India,Punjab,Chickpea,Rabi,2000,Alluvial,7.32,50.4,144,51,34,18.9,1526,40,16,Sprinkler,3.65,1136.7
India,Tamil Nadu,Millet,Zaid,2016,Sandy,7.61,56,137,53,36,32.2,1111,43,2.8,Canal,14.27,1106.9
India,Madhya Pradesh,Mustard,Kharif,2005,Loamy,7.69,25.3,63,77,119,27.8,698,65,11.2,Sprinkler,1.5,1249.7
India,Madhya Pradesh,Barley,Rabi,2000,Red,5.69,47.6,131,66,87,21.8,277,63,1.9,Canal,4.91,2215.6
India,Uttar Pradesh,Sorghum,Kharif,2023,Loamy,6.5,45.9,56,45,82,35.2,1735,60,23.3,Rainfed,4.06,2031
India,Maharashtra,Wheat,Zaid,2014,Red,6.99,51.9,92,50,37,20.6,1445,54,17.2,Canal,3.64,2733.2
India,Karnataka,Tea,Kharif,2012,Alluvial,7.35,21,135,65,97,31.8,1958,51,3.4,Rainfed,2.92,1655.9
India,Uttar Pradesh,Tea,Zaid,2005,Red,6.06,53.1,144,12,72,33.4,1211,42,16.7,Rainfed,3.2,2153.1
India,Madhya Pradesh,Tomato,Kharif,2020,Alluvial,7.6,33.1,66,65,82,25.1,1926,74,3.4,Sprinkler,11.74,34095.8
India,Maharashtra,Tea,Rabi,2012,Alluvial,6.01,47.5,66,65,45,15.9,1454,63,2.4,Canal,14.5,2304.1
India,Andhra Pradesh,Pigeon Pea,Kharif,2021,Laterite,7.49,44.7,34,74,112,23,975,54,6.2,Rainfed,11.7,1322.8
India,Karnataka,Coffee,Rabi,2003,Loamy,6.68,37.6,61,48,110,35.2,621,81,24.3,Drip,4.13,1665.9
India,Bihar,Onion,Kharif,2000,Alluvial,6.69,49.8,138,49,115,31.8,307,71,14.9,Rainfed,4.13,24614.9
India,Karnataka,Tomato,Kharif,2022,Red,6.36,58.4,81,48,65,27.1,209,79,8.8,Canal,11.12,33118.2
India,Punjab,Cotton,Rabi,2009,Sandy,5.74,32.9,44,36,43,32.8,1696,72,2.6,Canal,5.29,2059.5
India,Rajasthan,Tea,Rabi,2024,Black,6.3,49.9,31,76,76,20.4,1322,71,1.4,Canal,12.08,2530.6
India,Karnataka,Chickpea,Zaid,2003,Red,6.48,32.6,28,74,30,38.1,536,57,22.5,Canal,0.71,898.8
India,Madhya Pradesh,Rice,Rabi,2012,Sandy,6.6,53.8,144,12,48,36,1434,48,12.5,Canal,5.94,2558.1
India,Punjab,Pigeon Pea,Rabi,2003,Red,7.2,37.5,109,12,46,15.8,1851,45,3.2,Sprinkler,6.07,1017.2
India,Gujarat,Tomato,Zaid,2015,Sandy,6.31,38,56,46,51,31.7,302,88,14.1,Sprinkler,5.26,32038.8
India,Tamil Nadu,Rice,Rabi,2008,Red,6.44,50.9,65,29,45,21.9,1648,43,2.6,Rainfed,10.9,2385.6
India,Andhra Pradesh,Millet,Rabi,2003,Black,7.58,39.8,114,20,75,27.4,1704,74,10.7,Drip,10.28,1551.8
India,Bihar,Banana,Kharif,2025,Laterite,7.23,30.7,120,33,26,19.9,1374,42,22.9,Canal,14.93,50695.1
India,Andhra Pradesh,Tomato,Zaid,2019,Laterite,5.55,59.8,26,79,63,33.3,1885,91,23.2,Rainfed,9.4,28853.5
India,Gujarat,Potato,Zaid,2007,Black,7.37,44.8,144,74,114,16.1,1939,43,23.9,Rainfed,12.6,30935.9
India,Karnataka,Barley,Zaid,2003,Loamy,7.66,45.9,55,71,34,17.8,503,91,5.4,Sprinkler,9.96,2304
India,Uttar Pradesh,Sugarcane,Kharif,2008,Sandy,7.42,55.3,20,64,30,22.7,349,43,21.4,Rainfed,7.52,71830.1
India,Punjab,Tea,Rabi,2010,Alluvial,6.95,27.4,148,45,28,19.8,962,88,3.5,Canal,12.88,1595.2
India,Bihar,Cotton,Zaid,2023,Red,6.14,22.4,60,75,38,25.8,922,37,1.3,Canal,13.28,2013.3
India,Gujarat,Cotton,Rabi,2004,Black,7.01,35.5,60,46,12,27,458,75,17.8,Drip,4.18,2011.6
India,Rajasthan,Sugarcane,Zaid,2008,Clay,7.1,42.6,142,23,112,31.5,272,63,11.6,Sprinkler,1.37,84043.1
India,Andhra Pradesh,Soybean,Rabi,2007,Laterite,6.15,31.4,126,55,85,26.2,647,92,20.3,Drip,8.32,1116.4
India,Gujarat,Barley,Zaid,2025,Laterite,6.09,47.6,109,65,64,33.1,720,61,4.7,Sprinkler,5.37,2656.1
India,Bihar,Coffee,Zaid,2003,Red,6.41,23,112,59,117,35.2,1862,34,11.5,Drip,10.81,2151.9
India,Bihar,Cotton,Rabi,2019,Sandy,6.97,51.6,123,70,60,39.8,1964,38,20.6,Sprinkler,0.59,1896.5
India,Rajasthan,Coffee,Kharif,2000,Loamy,6.17,48.7,128,26,99,18.1,1973,51,7.2,Drip,10.48,1863.8
India,Andhra Pradesh,Cotton,Zaid,2019,Loamy,6.78,28.6,23,36,48,25.2,1662,60,12.3,Drip,8.31,2187.3
India,Madhya Pradesh,Millet,Kharif,2012,Black,7.57,31.9,21,63,40,21.4,1588,92,15.9,Drip,5.19,885.1
India,Bihar,Mango,Kharif,2023,Black,6.18,52.3,66,38,81,33.1,1889,61,18.3,Drip,8.82,7782.1
India,Punjab,Rice,Kharif,2004,Sandy,7.72,50.9,49,22,44,27.9,813,90,13.5,Rainfed,14.05,2514.1
India,Punjab,Groundnut,Kharif,2021,Sandy,6.59,52.6,101,58,78,17.8,1169,89,18.3,Sprinkler,13.35,2246.7
India,Tamil Nadu,Soybean,Kharif,2019,Loamy,5.73,32.9,49,34,36,16.6,1258,41,19.1,Rainfed,13.16,1898.7
India,Andhra Pradesh,Sugarcane,Kharif,2020,Red,5.63,58.8,129,32,35,27.5,1235,90,21,Rainfed,3.94,81090.8
India,Gujarat,Maize,Zaid,2009,Loamy,6.28,48.6,118,35,36,23.8,977,47,22.8,Sprinkler,6.35,2712.5
India,Punjab,Onion,Kharif,2015,Red,6.1,22.6,20,57,22,28.2,1956,84,17.9,Sprinkler,1.55,25972.4
India,Rajasthan,Chickpea,Zaid,2007,Clay,7.44,39.1,77,45,32,21.2,775,93,22.5,Drip,2.39,876.2
India,Gujarat,Coffee,Zaid,2011,Laterite,7.2,46.6,86,15,74,24.7,599,35,2.5,Rainfed,3.93,2271.4
India,Andhra Pradesh,Onion,Zaid,2024,Laterite,7.53,26.7,42,48,101,39.3,1529,74,4.1,Sprinkler,13.31,16773.3
India,Rajasthan,Banana,Rabi,2002,Sandy,6.86,56.1,68,66,88,21,1853,58,10.7,Drip,2.24,33253.7
India,Karnataka,Mango,Kharif,2025,Alluvial,6.5,50.2,138,75,86,15.6,1943,60,5,Sprinkler,5.59,8267.1
India,Maharashtra,Potato,Rabi,2003,Alluvial,6.12,23.3,82,19,113,38.1,1646,66,9.1,Drip,0.93,26280.8
India,Punjab,Coffee,Kharif,2016,Alluvial,6.84,56.5,67,18,78,35.1,890,91,22.2,Rainfed,4.31,1802.8
India,Tamil Nadu,Mustard,Zaid,2020,Red,6.4,38.1,70,55,99,28.3,1573,94,16.3,Sprinkler,13.92,986.1
India,Madhya Pradesh,Maize,Rabi,2019,Sandy,7.65,51.3,144,72,80,23.4,925,93,6.5,Drip,6.49,3054.7
India,Tamil Nadu,Sorghum,Zaid,2021,Laterite,6.97,45.8,60,51,108,18.6,388,86,12.8,Canal,4.56,1865.9
India,Andhra Pradesh,Millet,Rabi,2021,Alluvial,7.43,37.5,117,50,31,21.7,1737,75,10.5,Canal,8.83,1226.7
India,Tamil Nadu,Rice,Kharif,2012,Laterite,6.93,30.4,76,43,82,23.9,750,45,21.7,Drip,0.9,2382
India,Madhya Pradesh,Chickpea,Kharif,2025,Red,6.23,40.7,31,39,10,28.9,404,67,13.9,Canal,5.33,1159.8
India,Madhya Pradesh,Coffee,Rabi,2005,Clay,7.19,43.2,101,53,24,22.1,1976,45,20.7,Sprinkler,11.9,1311.6
India,Bihar,Potato,Rabi,2002,Clay,6.03,45.2,79,10,62,23.1,1867,92,10.9,Canal,0.79,20390.5
India,Bihar,Rice,Kharif,2013,Sandy,6.87,44.2,83,54,103,28.7,1562,92,16.9,Sprinkler,4.5,3290.5
India,Maharashtra,Wheat,Rabi,2006,Alluvial,6.43,44.7,23,56,76,22.1,321,52,22.8,Canal,3.31,2232.5
India,Rajasthan,Wheat,Rabi,2002,Alluvial,5.84,39,126,39,79,39.3,1501,33,4.6,Drip,5.61,2874.7
India,Karnataka,Soybean,Kharif,2005,Clay,6.45,42.5,80,31,104,26.2,1389,84,14.4,Sprinkler,1.55,1535.5
India,Madhya Pradesh,Mustard,Zaid,2012,Sandy,6.21,31.5,61,24,14,35.2,644,53,16.2,Canal,6.69,1072.8
India,Karnataka,Cotton,Kharif,2013,Laterite,5.76,26.3,39,47,77,32,1026,51,15.8,Canal,7.32,2520.7
India,Punjab,Wheat,Kharif,2014,Red,7.39,44.3,131,32,65,18.4,1936,68,14.2,Sprinkler,1.89,3003.6
India,Uttar Pradesh,Banana,Rabi,2025,Clay,6.65,21.9,115,40,34,34.5,232,30,20.1,Sprinkler,12.4,47697.5
India,Maharashtra,Sugarcane,Kharif,2015,Clay,6.3,22.6,39,66,84,21.2,1045,54,2.4,Drip,11.05,71490
India,Andhra Pradesh,Mustard,Kharif,2000,Red,6.66,29.9,35,44,71,37.3,1251,57,16.9,Drip,4.3,1612.9
India,Gujarat,Coffee,Rabi,2014,Red,7.24,27.8,76,75,52,33,1763,93,22.3,Rainfed,2.59,1837.2
India,Karnataka,Tea,Rabi,2023,Clay,5.54,35,38,62,23,32.9,1469,40,23,Rainfed,14.97,2212.1
India,Tamil Nadu,Banana,Zaid,2006,Laterite,6.76,34.9,32,40,98,22.6,380,40,5.3,Rainfed,0.88,32187.2
India,Madhya Pradesh,Mustard,Kharif,2008,Laterite,6.6,24.7,39,35,61,24.8,879,70,15.4,Rainfed,8.02,1006.7
India,Karnataka,Millet,Zaid,2014,Alluvial,7.55,29.9,126,40,36,33.3,424,35,7.7,Sprinkler,11.17,1014
India,Gujarat,Banana,Zaid,2013,Laterite,6.78,20.2,95,21,102,24.1,1876,70,18.3,Canal,14.1,32419.2
India,Madhya Pradesh,Millet,Zaid,2018,Black,5.82,34,54,62,61,26.3,1444,56,2.9,Drip,8.07,1317.9
India,Andhra Pradesh,Tea,Zaid,2023,Sandy,6.39,51.9,95,65,114,29,650,30,4,Drip,8.86,1790.5
India,Uttar Pradesh,Potato,Kharif,2017,Laterite,6.93,30.6,43,71,10,22.5,455,59,17.1,Canal,13.42,19425
India,Tamil Nadu,Groundnut,Kharif,2008,Red,5.61,45.7,88,53,55,34.1,423,78,14.2,Drip,6.41,2184.7
India,Karnataka,Tomato,Kharif,2000,Laterite,7.53,23.9,77,67,14,21.9,1121,39,22.5,Drip,5.91,26484.7
India,Bihar,Chickpea,Zaid,2011,Alluvial,5.66,20.5,117,74,71,16.3,671,42,1.7,Canal,13.42,1455.1
India,Maharashtra,Mango,Rabi,2009,Loamy,5.57,39.9,79,22,65,34.7,1941,45,17.8,Rainfed,11.04,9449.1
India,Karnataka,Cotton,Kharif,2006,Sandy,5.5,38.5,128,70,73,24.3,907,55,18.1,Rainfed,10.17,2384.7
India,Karnataka,Barley,Zaid,2013,Sandy,7.07,27.7,30,77,30,36.1,1987,92,20.9,Drip,2.88,2019
India,Gujarat,Tea,Zaid,2025,Red,6.55,31.5,92,60,113,30.6,1750,35,19.5,Canal,6.69,1572.9
India,Gujarat,Pigeon Pea,Zaid,2000,Sandy,5.74,21.2,59,71,110,35.8,1830,83,13.5,Canal,6.26,978.6
India,Maharashtra,Soybean,Zaid,2014,Black,7.47,51.9,93,57,107,24.5,900,82,7.9,Canal,13.76,1790.5
India,Karnataka,Sugarcane,Zaid,2021,Sandy,5.97,32.1,53,72,75,29,419,60,10.5,Drip,1.19,90331.9
India,Rajasthan,Millet,Zaid,2000,Clay,6.25,28.8,81,60,54,15.3,1711,39,13.5,Sprinkler,14.78,1183
India,Andhra Pradesh,Barley,Kharif,2012,Red,5.91,52.2,98,33,69,21.4,209,70,1.1,Rainfed,13.75,2008.2
India,Gujarat,Potato,Rabi,2019,Sandy,7.63,21.6,114,49,27,36.9,1007,77,3.2,Canal,9.73,21231.3
India,Gujarat,Barley,Kharif,2022,Laterite,7.24,31.4,24,38,24,26,464,40,14,Sprinkler,6.67,3036.5
India,Rajasthan,Potato,Kharif,2001,Alluvial,7.17,30.5,70,26,55,30.9,1824,75,24.9,Drip,11.67,19219.1
India,Madhya Pradesh,Tea,Zaid,2002,Clay,5.6,30.5,116,10,42,22,1763,90,10,Drip,12.6,1977.3
India,Karnataka,Tea,Kharif,2003,Clay,6.7,20.5,77,10,20,36.3,448,42,20.2,Canal,3.01,2644.2
India,Maharashtra,Groundnut,Rabi,2015,Laterite,6.82,57.4,142,34,60,29.8,1193,38,10.2,Rainfed,13.2,1556.1
India,Gujarat,Millet,Rabi,2021,Loamy,6.38,54.6,112,50,102,37.7,621,73,4,Canal,2.63,1241.3
India,Maharashtra,Tomato,Zaid,2011,Clay,6.24,36.6,22,32,38,21.1,1126,61,21.2,Sprinkler,6.38,25655.9
India,Maharashtra,Mango,Rabi,2024,Black,7.46,37.8,42,27,17,33.2,1958,86,16.8,Sprinkler,3.45,5884.7
India,Andhra Pradesh,Groundnut,Zaid,2003,Black,5.55,41,29,37,74,15.5,615,64,4.2,Drip,8.33,1627.5
India,Bihar,Mustard,Rabi,2021,Alluvial,6.94,39.1,66,21,39,29.9,318,83,11.5,Rainfed,14,993.5
India,Gujarat,Coffee,Rabi,2011,Alluvial,6.41,51.2,51,58,116,22.5,658,56,6.4,Canal,5.5,2252.2
India,Tamil Nadu,Mango,Kharif,2006,Alluvial,7.03,39.5,140,25,62,18.1,1972,43,17,Canal,12.36,6336.7
India,Madhya Pradesh,Chickpea,Rabi,2019,Alluvial,5.96,27.6,67,36,83,30.7,347,54,12.1,Sprinkler,7.94,1281.6
India,Maharashtra,Banana,Zaid,2021,Sandy,6.05,24.7,55,62,15,15.7,268,53,8.2,Sprinkler,12.31,50963.7
India,Gujarat,Chickpea,Rabi,2002,Clay,6.85,56.7,107,45,54,18.9,473,49,14.4,Sprinkler,13.56,1503.2
India,Madhya Pradesh,Soybean,Rabi,2004,Laterite,7.75,21.9,73,16,72,24.3,1652,45,22.7,Drip,6.8,1146.2
India,Tamil Nadu,Rice,Kharif,2011,Black,7.74,55.9,39,43,10,26.2,1048,55,11,Drip,6.23,3447
India,Gujarat,Mango,Zaid,2011,Sandy,6.07,47.6,79,74,18,37.7,809,93,24.2,Drip,3.58,7543.8
India,Maharashtra,Chickpea,Zaid,2025,Red,6.86,27.5,42,35,61,16.3,373,39,15.5,Rainfed,11.3,1338
India,Tamil Nadu,Coffee,Kharif,2019,Red,6.47,32.4,49,29,64,39.1,1454,45,2.4,Drip,7.19,2255.1
India,Karnataka,Wheat,Rabi,2022,Laterite,7.25,41.2,67,60,116,35.8,747,53,20.4,Canal,6.17,2292.6
India,Maharashtra,Potato,Zaid,2021,Black,6.71,46.3,64,19,25,20.7,1742,42,17.1,Canal,1.98,19473
India,Punjab,Rice,Rabi,2006,Loamy,6.67,47.7,56,17,12,27.9,1504,78,4,Drip,3.4,2632.4
India,Uttar Pradesh,Sugarcane,Rabi,2021,Black,6.99,37.9,71,27,51,18.9,1780,81,1.3,Sprinkler,4.6,55533.5
India,Rajasthan,Soybean,Rabi,2011,Laterite,5.79,35,21,26,11,38.9,533,82,23.5,Drip,13.33,1225
India,Maharashtra,Banana,Kharif,2001,Loamy,7.06,50.7,33,78,69,27.9,467,90,5.8,Rainfed,10.18,37848.8
India,Tamil Nadu,Potato,Rabi,2013,Alluvial,6.62,57,37,39,81,26.8,1481,86,11.1,Drip,3.18,19183.5
India,Tamil Nadu,Potato,Kharif,2022,Alluvial,7.39,56.6,133,48,103,35.7,1858,68,11.1,Drip,5.6,18805.4
India,Uttar Pradesh,Onion,Kharif,2015,Clay,5.82,42.1,34,70,27,18.2,1649,62,3.1,Drip,3.22,19443.2
India,Gujarat,Sugarcane,Kharif,2023,Black,6.19,23.2,56,33,70,21.6,1893,82,20.3,Canal,4.73,65711.4
India,Rajasthan,Sugarcane,Zaid,2006,Black,7.69,22.9,149,44,68,33.3,220,93,15.5,Drip,2.76,80426.3
India,Madhya Pradesh,Wheat,Kharif,2003,Black,6.77,36.1,138,70,12,30.3,522,32,13.8,Sprinkler,12.39,3242.7
India,Maharashtra,Pigeon Pea,Zaid,2019,Loamy,7.64,49.3,126,24,15,19,1313,53,21.7,Rainfed,1.34,1111.7
India,Gujarat,Mustard,Kharif,2004,Alluvial,7.08,39.9,103,45,118,20.3,961,73,22.8,Drip,6.98,1697.3
India,Karnataka,Millet,Kharif,2013,Red,7.63,45.1,93,64,119,37,1578,53,4.1,Drip,4.65,908.1
India,Madhya Pradesh,Pigeon Pea,Kharif,2008,Laterite,6.23,53.7,88,46,22,35.6,321,80,17.5,Canal,6.37,846.8
India,Rajasthan,Cotton,Kharif,2004,Laterite,5.71,21.6,51,71,24,15.4,1335,81,7.4,Drip,13.46,1940.9
India,Gujarat,Groundnut,Rabi,2001,Sandy,7.35,57,76,73,95,38.8,1873,74,19.7,Canal,7.14,2278.7
India,Bihar,Pigeon Pea,Rabi,2004,Sandy,7.35,33.2,80,48,92,29.5,613,40,3.8,Sprinkler,6.81,1119.6
India,Madhya Pradesh,Mango,Kharif,2002,Red,6.92,21.9,24,21,53,26.8,1426,91,5.5,Canal,6.59,7455.1
India,Andhra Pradesh,Chickpea,Rabi,2009,Black,6.83,53.4,104,17,17,23.9,819,51,6.1,Sprinkler,2.6,982.7
India,Andhra Pradesh,Tomato,Zaid,2007,Red,7.6,57.4,67,50,87,24.4,868,94,16,Sprinkler,8.6,38520.9
India,Maharashtra,Pigeon Pea,Rabi,2025,Loamy,5.91,50.7,59,78,96,27.4,1127,53,17,Sprinkler,4.58,998.6
India,Maharashtra,Soybean,Rabi,2009,Loamy,6.92,52.2,87,12,34,20.3,746,40,23,Sprinkler,9.38,1295
India,Maharashtra,Rice,Rabi,2001,Sandy,5.61,54.9,115,52,42,18.3,1940,49,2.8,Rainfed,10.11,2782.9
India,Rajasthan,Rice,Kharif,2013,Clay,5.82,40.9,75,46,74,29,279,83,17.4,Drip,12.31,3227.2
India,Gujarat,Cotton,Kharif,2003,Laterite,7.39,31.5,144,34,26,31.9,346,69,13.2,Drip,9.43,1538.6
India,Karnataka,Mango,Zaid,2020,Loamy,7.19,30,37,13,91,27.3,1737,75,12.1,Sprinkler,11.66,10344.1
India,Punjab,Mango,Kharif,2011,Red,7.74,44.4,147,67,61,24.8,1058,50,2.1,Rainfed,10.09,7374.3
India,Tamil Nadu,Cotton,Rabi,2019,Alluvial,5.6,49.4,44,46,98,23.6,603,73,5.5,Drip,5.48,2080.6
India,Karnataka,Barley,Zaid,2013,Sandy,6.38,35.9,80,17,24,29.4,1084,40,20.2,Drip,2.14,2306.1
India,Gujarat,Maize,Rabi,2015,Laterite,5.87,36,99,18,60,22,1920,71,8.3,Rainfed,11.43,2459.7
India,Bihar,Barley,Zaid,2004,Black,5.59,58.2,147,10,71,35.4,494,73,12.6,Drip,3.65,2877.6
India,Rajasthan,Coffee,Zaid,2025,Red,6.11,40.7,51,22,100,34.8,1289,32,10.5,Sprinkler,13,1778
India,Madhya Pradesh,Soybean,Kharif,2015,Sandy,6.06,59.5,78,77,69,31.1,1054,49,5.5,Rainfed,10.63,1487.2
India,Madhya Pradesh,Rice,Rabi,2003,Sandy,5.82,45.6,111,53,39,30.1,512,82,2.3,Rainfed,14.47,2459.8
India,Punjab,Barley,Rabi,2002,Alluvial,6.62,20.4,137,74,82,30.5,1272,59,12.1,Canal,11.39,2988.1
India,Gujarat,Sugarcane,Zaid,2000,Red,7.62,31.8,149,23,98,31.9,1732,58,9.1,Sprinkler,7.49,82763.6
India,Bihar,Coffee,Zaid,2003,Clay,7.22,36.7,143,35,43,24.5,246,60,17,Rainfed,4.85,1536.5
India,Gujarat,Banana,Kharif,2008,Alluvial,7.44,46.1,135,41,113,25.4,1645,56,16.5,Sprinkler,4.34,48049.4
India,Tamil Nadu,Cotton,Kharif,2000,Alluvial,7.35,35.8,146,11,49,37.8,1054,41,17.7,Canal,4.28,2537.8
India,Rajasthan,Barley,Kharif,2015,Laterite,6.4,53.1,123,25,20,17.8,545,73,13,Canal,7.18,1771.5
India,Tamil Nadu,Coffee,Kharif,2022,Clay,7.13,46.5,72,58,88,18.3,1295,90,3.7,Drip,3.27,1983.2
India,Gujarat,Sugarcane,Kharif,2002,Red,7.23,33.9,47,32,38,39.8,740,94,13.1,Sprinkler,10.86,79493.7
India,Tamil Nadu,Coffee,Zaid,2023,Sandy,5.97,51.4,80,69,103,30.6,1973,82,22.1,Canal,12.59,1743.5
India,Uttar Pradesh,Millet,Zaid,2005,Clay,7.48,32.1,78,75,20,26.5,687,55,8.9,Rainfed,1.67,887.8
India,Gujarat,Maize,Rabi,2012,Black,6.55,22.5,94,29,10,18,1486,67,22.3,Canal,11.29,2742.7
India,Bihar,Coffee,Zaid,2016,Red,5.54,26.9,133,27,90,31.1,1103,31,17.9,Sprinkler,7.85,2300.3
India,Karnataka,Tea,Kharif,2014,Clay,6.98,20.1,145,68,84,34.4,911,53,23.8,Canal,1.68,2238.5
India,Bihar,Cotton,Zaid,2025,Red,7.06,53.3,84,40,38,28.3,1146,74,12.7,Drip,4.9,2216.3
India,Uttar Pradesh,Millet,Zaid,2020,Black,6.77,45.1,135,13,72,16.2,749,88,7.7,Canal,13.33,1186.6
India,Andhra Pradesh,Onion,Kharif,2009,Red,5.62,26.4,109,44,40,31.9,1235,55,1.7,Sprinkler,10.6,17648.2
India,Andhra Pradesh,Wheat,Zaid,2014,Laterite,7.47,27.3,82,45,109,25.4,719,90,22.5,Sprinkler,5.46,2511.3
India,Rajasthan,Banana,Zaid,2015,Laterite,7.18,44.9,56,24,68,28.8,1264,32,14.8,Drip,8.74,48412.4
India,Punjab,Mango,Rabi,2025,Sandy,6.59,48.9,131,46,30,35.7,298,47,20.6,Rainfed,2.31,8124.7
India,Madhya Pradesh,Sugarcane,Kharif,2022,Black,6.91,38.4,27,65,101,28.6,1183,73,6.2,Canal,8.52,70572.1
India,Tamil Nadu,Chickpea,Rabi,2000,Alluvial,6.51,41.9,133,13,14,35.7,1567,35,15.4,Sprinkler,1.93,1114.8
India,Karnataka,Banana,Kharif,2011,Sandy,7.3,38.4,34,22,75,20.7,1685,52,14.4,Sprinkler,2.08,34648.7
India,Bihar,Wheat,Kharif,2023,Laterite,5.73,27.3,90,43,108,15.7,1010,84,9,Rainfed,8.98,2139.8
India,Punjab,Groundnut,Kharif,2023,Loamy,7.46,22.6,76,11,37,37.8,535,68,15.3,Sprinkler,11.27,1906.5
India,Karnataka,Tomato,Zaid,2003,Clay,6.4,25.4,135,36,48,27.2,1404,38,2.4,Sprinkler,5.57,22559.1
India,Gujarat,Maize,Kharif,2016,Laterite,7.72,49,136,64,76,39.6,625,95,15.4,Canal,2.82,3990.6
India,Madhya Pradesh,Coffee,Rabi,2011,Alluvial,6.96,44.2,135,42,42,31.9,530,38,20.4,Canal,4.54,1497.1
India,Andhra Pradesh,Chickpea,Zaid,2023,Red,7.62,24.5,60,17,43,30.1,1848,78,19.9,Canal,14.51,1261.2
India,Tamil Nadu,Chickpea,Rabi,2007,Alluvial,6.22,46.9,97,73,34,36.4,1394,39,9.1,Sprinkler,10.87,1394.1
India,Rajasthan,Coffee,Zaid,2020,Alluvial,7.21,22.3,51,72,72,29.7,898,86,24.6,Drip,11.35,1699
India,Madhya Pradesh,Mustard,Kharif,2005,Red,7.49,44.3,97,68,28,19,1700,45,13.2,Sprinkler,0.56,1170.9
India,Maharashtra,Coffee,Kharif,2006,Red,7.47,59.1,33,33,109,24.2,438,89,23.4,Drip,12.59,2183.9
India,Uttar Pradesh,Maize,Kharif,2008,Sandy,6.47,47.7,112,71,91,15.3,637,37,11.5,Canal,8.22,3557.5
India,Uttar Pradesh,Rice,Kharif,2005,Black,6.02,52.3,134,20,69,34.9,1048,34,16.5,Sprinkler,12.97,2932.8
India,Andhra Pradesh,Sugarcane,Kharif,2004,Laterite,7.49,51.8,105,18,106,32.3,1819,75,18.3,Drip,7.31,73159
India,Rajasthan,Groundnut,Zaid,2013,Sandy,5.64,43.8,102,42,114,24,513,31,3.2,Rainfed,8.58,1279.5
India,Maharashtra,Banana,Zaid,2018,Clay,7.39,22.2,58,43,58,37.4,1687,92,6.9,Sprinkler,8.68,40379.4
India,Tamil Nadu,Mango,Kharif,2010,Alluvial,6.96,54.8,38,10,94,31.6,1601,73,2.1,Rainfed,10.04,8277
India,Andhra Pradesh,Pigeon Pea,Zaid,2015,Laterite,5.54,31.2,105,77,21,34.5,1999,63,23.5,Canal,1.52,1237.2
India,Uttar Pradesh,Groundnut,Zaid,2011,Red,5.64,58.7,79,35,115,21.3,669,94,24.8,Rainfed,2.36,2076.2
India,Punjab,Banana,Kharif,2009,Sandy,7.75,57.4,64,49,38,31.2,663,92,9.3,Canal,6.65,51473.3
India,Karnataka,Tea,Kharif,2011,Alluvial,7.58,24.3,131,57,92,30.8,1752,54,9.2,Drip,7.56,2501.6
India,Punjab,Rice,Kharif,2015,Clay,6.76,46.3,75,10,116,27.5,329,71,9,Rainfed,8.22,2161.7
India,Tamil Nadu,Tomato,Rabi,2016,Clay,7.56,56.1,104,34,76,37.6,316,76,4.2,Sprinkler,6.42,36050.2
India,Andhra Pradesh,Coffee,Zaid,2009,Laterite,5.81,44.6,129,37,21,35.5,845,60,8.1,Rainfed,13.86,1430
India,Uttar Pradesh,Tomato,Zaid,2018,Clay,5.99,52.7,103,43,49,39.4,1634,61,24.7,Canal,1.83,35898.4
